experiment_id,case,delegate_type,image_path,true_class,predicted_class,similarity_score
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1358_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.91707644014929
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6250_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9535303115656812
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6250_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9121441094637385
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6250_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9533309572119274
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6250_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9121441094637385
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1425_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9623133162218097
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1425_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9270179011878269
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1425_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9632318502248043
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1425_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9270179011878269
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6304_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9498946092817546
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6304_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9250116130655659
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6304_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9503989992987605
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6304_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9250116130655659
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6294_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9645881205780646
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6294_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9362259502583383
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6294_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.965394436553324
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6294_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9362259502583383
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1349_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9438548212226509
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1349_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.956435944637397
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1349_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9438578946395261
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1349_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.956435944637397
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6241_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9575269409699698
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6241_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9351782191811632
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6241_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.958518331201119
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6241_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9351782191811632
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1414_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9547846270549475
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1414_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9105630234322355
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1414_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9557469073853473
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1414_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9105630234322355
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6251_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9316667610166317
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6251_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9018826155245551
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6251_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.93123111422476
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6251_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9018826155245551
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6256_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9613054879825569
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6256_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9311453311560588
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6256_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9619364661827174
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6256_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9311453311560588
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1341_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9344943707908817
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1341_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9252859078737758
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1341_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9348906075113288
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1341_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9252859078737758
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6257_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9606076942733455
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6257_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9263365568639221
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6257_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9611493344400442
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6257_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9263365568639221
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6245_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9655040011255958
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6245_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9405170110229755
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6245_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.966589910402045
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6245_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9405170110229755
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1418_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9653367946715713
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1418_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9208822570661254
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1418_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9659167344744032
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1418_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9208822570661254
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1419_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9258395375759448
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1419_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8892212062642215
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1419_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9263551382568945
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1419_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8892212062642215
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6252_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9251349578565519
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6252_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8925505103258825
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6252_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9241299277490401
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6252_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8925505103258825
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1421_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9598530714563229
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1421_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9277209347233928
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1421_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9606849003205489
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1421_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9277209347233928
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6258_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9550115281548252
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6258_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9200630805477649
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6258_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9559393027652404
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6258_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9200630805477649
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6300_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9213525843195328
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6300_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8903920102422921
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6300_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9198518687695716
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6300_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8903920102422921
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1417_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9556993906297423
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1417_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9087714013558035
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1417_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9551417008209822
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1417_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9087714013558035
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6293_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9603354291236451
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6293_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9182104475634126
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6293_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9607347880079095
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6293_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9182104475634126
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1354_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9514532209682403
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1354_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9279185797400348
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1354_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9518689418790751
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1354_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9279185797400348
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6234_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9634888338433288
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6234_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9366253730452858
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6234_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9639909400545412
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6234_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9366253730452858
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6303_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9416888386202437
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6303_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8978201591100413
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6303_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9422381362188632
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6303_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8978201591100413
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6305_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9569980823524323
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6305_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.921295602294449
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6305_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9572112546353089
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6305_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.921295602294449
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6301_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9629866398143865
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6301_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.922224382208418
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6301_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9636385912827985
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6301_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.922224382208418
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6249_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9442195056043234
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6249_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8960637789124405
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6249_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9444856602762806
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6249_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8960637789124405
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6244_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9586873292363082
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6244_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.920755313825607
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6244_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9597798335882932
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6244_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.920755313825607
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6232_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9500820564992657
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6232_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9199554713167144
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6232_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9508983735859424
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6232_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9199554713167144
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6296_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9600059463100687
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6296_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9157574510099515
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6296_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9605830048922473
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6296_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9157574510099515
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1355_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9561742549610274
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1355_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9403571838449769
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1355_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.956792942073651
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1355_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9403571838449769
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1351_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9516748088107962
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1351_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9516084932971891
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1351_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9518189650324687
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1351_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9516084932971891
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6299_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9315871574571499
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6299_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8974539049596152
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6299_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9311712331651857
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6299_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.8974539049596152
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1412_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9562203450452633
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1412_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9192134375750465
pre_a_weighted,pre_a,weighted,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1412_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9566643082300662
pre_a_medoid,pre_a,medoid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_1412_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9192134375750465
pre_a_average,pre_a,average,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6238_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9601804891293315
pre_a_centroid,pre_a,centroid,dataset_segmented/natural_images/cocacola-cocacola-default-350/IMG_6238_cropped_obj0_rmbg.png,cocacola-cocacola-default-350,cocacola-cocacola-default-350,0.9212549594603132
